# OROP EC input data for ML training
       -385.392,       -385.188,       -385.189,       -385.370,       -385.468,          0.204,          0.022,       -767.160,        381.692,       -767.062,          1.317

       -422.420,       -422.284,       -422.287,       -422.202,       -422.495,          0.133,          0.218,       -840.967,        418.472,       -840.673,          1.263

       -538.886,       -538.942,       -538.944,       -538.641,       -538.951,         -0.058,          0.245,      -1072.647,        533.696,      -1072.337,          1.331

       -349.702,       -349.661,       -349.662,       -349.702,       -349.779,          0.040,          0.001,       -696.075,        346.296,       -695.998,          1.609

       -310.402,       -310.480,       -310.481,       -310.402,       -310.481,         -0.079,          0.000,       -617.863,        307.382,       -617.784,          1.668

       -310.401,       -310.479,       -310.481,       -310.331,       -310.481,         -0.079,          0.071,       -617.860,        307.379,       -617.710,          1.693

       -307.910,       -307.637,       -307.638,       -307.539,       -307.988,          0.272,          0.371,       -612.932,        304.943,       -612.482,          1.882

       -271.097,       -271.178,       -271.179,       -271.074,       -271.179,         -0.082,          0.023,       -539.641,        268.462,       -539.536,          1.853

       -387.781,       -387.832,       -387.834,       -387.761,       -387.855,         -0.053,          0.020,       -771.869,        384.014,       -771.775,          1.226

       -536.980,       -536.891,       -536.895,       -536.834,       -537.054,          0.085,          0.146,      -1069.128,        532.074,      -1068.907,          0.747

       -462.987,       -462.764,       -462.766,       -462.955,       -463.059,          0.221,          0.032,       -921.675,        458.616,       -921.571,          0.791

       -465.159,       -465.225,       -465.227,       -465.158,       -465.228,         -0.068,          0.001,       -925.860,        460.632,       -925.790,          0.853

       -669.282,       -669.040,       -669.041,       -669.259,       -669.360,          0.240,          0.023,      -1334.678,        665.318,      -1334.576,          1.101

       -462.982,       -462.897,       -462.899,       -462.875,       -463.053,          0.083,          0.107,       -921.657,        458.604,       -921.479,          0.918

       -540.123,       -540.066,       -540.069,       -539.993,       -540.193,          0.054,          0.129,      -1075.102,        534.910,      -1074.903,          1.345

       -231.662,       -231.748,       -231.751,       -231.443,       -231.751,         -0.088,          0.219,       -461.052,        229.302,       -460.744,          5.460

       -387.788,       -387.763,       -387.765,       -387.732,       -387.861,          0.023,          0.056,       -771.875,        384.013,       -771.746,          1.066

       -462.971,       -463.040,       -463.043,       -462.853,       -463.044,         -0.072,          0.118,       -921.654,        458.610,       -921.463,          1.204

       -465.170,       -465.240,       -465.241,       -465.169,       -465.242,         -0.071,          0.001,       -925.899,        460.657,       -925.825,          1.141

       -465.145,       -465.126,       -465.128,       -465.122,       -465.215,          0.017,          0.023,       -925.837,        460.621,       -925.743,          1.058

       -505.664,       -505.730,       -505.733,       -505.500,       -505.735,         -0.069,          0.164,      -1006.472,        500.738,      -1006.237,          1.079

       -465.139,       -465.096,       -465.097,       -465.018,       -465.210,          0.041,          0.121,       -925.830,        460.621,       -925.638,          1.225

       -347.285,       -347.361,       -347.362,       -347.285,       -347.363,         -0.077,          0.000,       -691.319,        343.956,       -691.241,          1.220

