# ROAS EC input data for ML training
      -1636.992,       -622.811,       -614.679,       -614.849,      -1637.028,       1022.313,       1022.143,      -3266.921,       1629.894,      -2244.742,          1.882

      -1316.602,       -582.866,       -560.741,       -558.579,      -1316.622,        755.861,        758.023,      -2634.051,       1317.429,      -1876.008,          3.631

      -1315.588,       -480.273,       -474.913,       -474.937,      -1315.607,        840.675,        840.651,      -2632.047,       1316.440,      -1791.377,          4.497

      -1315.590,       -489.370,       -486.790,       -487.011,      -1315.608,        828.800,        828.579,      -2632.043,       1316.435,      -1803.446,          4.365

      -1219.970,       -475.079,       -448.366,       -461.703,      -1219.989,        771.604,        758.267,      -2440.721,       1220.732,      -1682.435,          4.485

      -1219.968,       -405.203,       -390.850,       -391.044,      -1219.988,        829.117,        828.924,      -2440.722,       1220.734,      -1611.778,          4.653

       -639.871,       -246.015,       -235.155,       -234.987,       -639.885,        404.716,        404.885,      -1280.094,        640.208,       -875.195,          5.897

      -1284.178,       -548.405,       -543.042,       -549.700,      -1284.194,        741.136,        734.479,      -2569.282,       1285.087,      -1834.787,          5.026

      -1425.370,       -517.265,       -512.840,       -514.056,      -1425.409,        912.530,        911.314,      -2851.656,       1426.247,      -1940.303,          3.503

       -979.953,       -410.866,       -402.987,       -402.866,       -979.972,        576.966,        577.086,      -1960.749,        980.778,      -1383.644,          4.473

       -639.877,       -312.728,       -305.592,       -305.571,       -639.890,        334.285,        334.306,      -1280.103,        640.213,       -945.784,          5.658

      -1576.145,       -596.660,       -588.182,       -588.347,      -1576.172,        987.963,        987.798,      -3152.835,       1576.662,      -2165.010,          4.810

      -1325.382,        736.207,       3067.266,       -454.620,      -1325.398,       4392.648,        870.761,      -2651.503,       1326.105,      -1780.725,          3.679

      -6023.488,       7093.790,      42531.833,      42539.664,      -6023.548,      48555.320,      48563.152,     -12050.647,       6027.098,      36512.566,          3.259

      -1410.978,       -579.372,       -573.970,       -574.334,      -1411.054,        837.008,        836.644,      -2815.394,       1404.339,      -1978.673,          2.900

      -1389.306,       -515.677,       -497.946,       -488.502,      -1389.378,        891.360,        900.804,      -2771.527,       1382.149,      -1870.652,          3.138

      -1372.951,       -558.549,       5253.302,       -553.974,      -1372.976,       6626.253,        818.977,      -2746.716,       1373.740,      -1927.714,          3.896

      -1411.554,       -517.143,       -512.326,       -511.024,      -1411.579,        899.228,        900.530,      -2823.975,       1412.395,      -1923.419,          3.860

      -1831.158,      -1111.053,      -1106.593,      -1106.880,      -1831.171,        724.565,        724.277,      -3662.170,       1830.999,      -2937.879,          4.369

      -1387.248,       -449.431,       -436.612,       -436.374,      -1387.273,        950.636,        950.874,      -2775.007,       1387.735,      -1824.108,          2.507

      -2503.221,      -1009.906,       -991.363,      -1001.760,      -2503.256,       1511.858,       1501.461,      -5006.881,       2503.625,      -3505.385,          2.478

      -1246.278,       -450.444,       -497.246,       -498.730,      -1246.296,        749.031,        747.548,      -2493.656,       1247.360,      -1746.090,          4.521

      -1278.300,       -483.456,       -481.577,       -485.406,      -1278.319,        796.723,        792.894,      -2557.643,       1279.324,      -1764.730,          4.521

      -1066.779,       -414.704,       -412.096,       -417.250,      -1066.808,        654.682,        649.529,      -2134.310,       1067.502,      -1484.752,          2.235

       -326.837,        -77.491,        -67.708,        -67.872,       -326.841,        259.129,        258.964,       -653.988,        327.148,       -395.020,          7.272

      -1721.189,       -620.737,       -602.901,       -602.645,      -1721.217,       1118.287,       1118.543,      -3443.905,       1722.688,      -2325.334,          2.852

      -2739.721,      -1239.301,      -1087.737,      -1087.576,      -2739.750,       1651.984,       1652.145,      -5480.852,       2741.102,      -3828.677,          2.942

      -1409.962,       -561.057,       -547.272,       -547.837,      -1410.037,        862.689,        862.124,      -2813.357,       1403.320,      -1951.158,          3.138

      -1937.413,       -815.434,       -808.508,       -811.022,      -1937.454,       1128.905,       1126.391,      -3867.976,       1930.523,      -2741.545,          1.974

      -1102.059,       -362.414,       -350.330,       -351.115,      -1102.085,        751.728,        750.943,      -2204.822,       1102.738,      -1453.853,          4.401

      -2637.903,      -1022.079,       -961.295,       -962.554,      -2637.933,       1676.608,       1675.349,      -5276.594,       2638.662,      -3601.215,          2.783

       -925.956,       -419.617,       -414.835,       -420.226,       -925.972,        511.121,        505.730,      -1835.349,        909.378,      -1329.604,          3.111

      -2526.664,      -1027.845,      -1018.214,      -1015.634,      -2526.729,       1508.450,       1511.030,      -5055.206,       2528.477,      -3544.111,          2.838

      -3265.207,      -1230.457,      -1190.230,      -1190.178,      -3265.269,       2074.977,       2075.029,      -6532.294,       3267.025,      -4457.203,          2.934

      -2941.165,      -1165.678,      -1161.092,      -1160.221,      -2941.231,       1780.073,       1780.943,      -5884.507,       2943.276,      -4103.498,          2.561

      -3374.572,      -1324.176,      -1170.279,      -1170.108,      -3374.646,       2204.294,       2204.465,      -6750.984,       3376.338,      -4546.445,          2.477

       -716.342,        689.493,       -298.298,       -298.152,       -716.356,        418.045,        418.191,      -1433.387,        717.031,      -1015.182,          5.098

       -677.739,       -260.049,       -258.308,       -258.230,       -677.754,        419.431,        419.509,      -1356.139,        678.386,       -936.616,          5.110

      -1111.865,       -295.186,       1952.219,       -274.118,      -1111.878,       3064.084,        837.747,      -2224.190,       1112.312,      -1386.430,          3.841

      -3643.981,      -1393.275,      35738.912,      -1253.148,      -3644.011,      39382.893,       2390.834,      -7291.759,       3647.748,      -4900.896,          3.154

      -1365.572,       -502.247,       -501.802,       -506.691,      -1365.585,        863.770,        858.881,      -2732.544,       1366.959,      -1873.650,          3.523

       -754.942,       -231.180,       2250.381,       -225.866,       -754.955,       3005.323,        529.076,      -1510.641,        755.686,       -981.552,          5.086

      -1102.052,       -401.578,       -394.360,       -394.760,      -1102.079,        707.692,        707.292,      -2204.797,       1102.718,      -1497.478,          4.629

      -1300.572,       -529.828,       -528.214,       -528.682,      -1300.592,        772.358,        771.890,      -2602.049,       1301.457,      -1830.139,          2.216

      -1712.116,       -704.334,       -681.313,       -679.390,      -1712.152,       1030.803,       1032.725,      -3425.008,       1712.856,      -2392.247,          3.992

      -1734.951,       -533.723,       -522.710,       -523.330,      -1734.977,       1212.242,       1211.622,      -3470.175,       1735.198,      -2258.527,          2.762

      -5849.547,       2679.203,      28953.687,      29030.889,      -5849.784,      34803.234,      34880.436,     -11700.728,       5850.944,      23179.944,          3.186

      -1443.887,       -534.278,       5473.290,       -517.733,      -1443.912,       6917.177,        926.154,      -2888.711,       1444.799,      -1962.532,          2.762

      -1330.870,       -542.112,       -546.617,       -542.646,      -1330.892,        784.252,        788.224,      -2662.621,       1331.728,      -1874.374,          2.902

      -1132.638,       -582.517,       -580.055,       -579.400,      -1132.655,        552.583,        553.239,      -2265.946,       1133.291,      -1712.691,          4.689

      -2006.625,      -1055.116,      -1049.584,      -1044.142,      -2006.644,        957.041,        962.483,      -4014.209,       2007.565,      -3051.706,          3.006

      -1598.540,       -603.922,       -594.524,       -598.043,      -1598.565,       1004.017,       1000.497,      -3198.296,       1599.731,      -2197.774,          3.100

      -1953.551,       1131.480,       -853.730,       -853.149,      -1953.641,       1099.820,       1100.402,      -3899.914,       1946.273,      -2799.422,          2.476

      -2274.041,       -752.435,       -684.688,       -686.296,      -2274.107,       1589.353,       1587.746,      -4540.630,       2266.523,      -2952.819,          2.726

      -2450.056,       -937.147,       -887.010,       -893.037,      -2450.089,       1563.047,       1557.020,      -4900.431,       2450.341,      -3343.378,          3.489

      -2383.276,       -888.166,       -874.175,       -875.236,      -2383.329,       1509.100,       1508.040,      -4768.068,       2384.739,      -3259.974,          1.854

      -1089.840,       -405.159,       -399.194,       -399.085,      -1089.863,        690.645,        690.754,      -2180.519,       1090.656,      -1489.742,          3.990

      -2274.097,       -970.453,       -867.847,       -860.906,      -2274.141,       1406.250,       1413.191,      -4550.305,       2276.164,      -3137.070,          1.941

      -1562.263,       -548.226,       -537.581,       -537.588,      -1562.283,       1024.682,       1024.675,      -3125.238,       1562.955,      -2100.543,          3.884

      -1012.917,       -445.908,       -442.604,       -442.836,      -1012.933,        570.313,        570.082,      -1975.542,        962.609,      -1405.445,          2.068

       -678.288,       -300.065,       -319.227,       -319.445,       -678.339,        359.061,        358.843,      -1355.589,        677.249,       -996.695,          4.413

      -4202.843,      -1613.863,      -1471.272,      -1462.402,      -4203.024,       2731.571,       2740.441,      -8406.521,       4203.498,      -5665.900,          3.114

      -3971.327,      -2202.148,      -1718.449,      -2176.395,      -3971.438,       2252.878,       1794.932,      -7943.084,       3971.646,      -6148.041,          3.174

      -3932.672,      -1820.691,      -1766.571,      -1766.353,      -3932.834,       2166.102,       2166.319,      -7865.813,       3932.979,      -5699.332,          3.114

      -4025.877,      -1563.075,      13715.732,      13700.084,      -4026.035,      17741.608,      17725.960,      -8052.267,       4026.232,       9673.852,          3.222

      -4080.484,      -2023.584,      -1999.859,      -2003.483,      -4080.619,       2080.626,       2077.002,      -8161.496,       4080.876,      -6084.359,          3.186

      -3968.482,      -1660.610,      -1637.700,      -1640.714,      -3968.645,       2330.782,       2327.768,      -7937.405,       3968.760,      -5609.474,          3.054

      -4612.253,       2649.545,      21802.589,      21847.233,      -4612.400,      26414.842,      26459.486,      -9225.360,       4612.960,      17234.273,          3.138

      -5849.503,       2977.621,      29030.330,      29123.960,      -5849.784,      34879.832,      34973.463,     -11700.725,       5850.941,      23273.020,          3.186

      -2082.865,       -792.813,       -769.550,       -777.509,      -2082.902,       1313.314,       1305.356,      -4167.002,       2084.099,      -2861.608,          1.842

      -2358.097,       -975.037,       -945.794,       -960.797,      -2358.121,       1412.304,       1397.301,      -4717.710,       2359.589,      -3320.386,          2.502

      -5609.962,       8376.620,      47108.035,      47115.532,      -5610.021,      52717.997,      52725.493,     -11224.257,       5614.236,      41501.295,          3.126

      -1295.303,       1307.359,       -522.181,       -520.946,      -1295.323,        773.122,        774.356,      -2591.585,       1296.262,      -1817.208,          3.150

      -1468.132,       -557.086,       -549.478,       -550.001,      -1468.151,        918.654,        918.132,      -2937.452,       1469.301,      -2019.302,          3.636

      -2797.839,      -1259.078,      -1222.556,      -1225.174,      -2797.862,       1575.283,       1572.665,      -5597.096,       2799.234,      -4024.408,          4.196

      -1548.776,       -596.001,       -611.878,       -668.498,      -1548.796,        936.897,        880.278,      -3098.927,       1550.131,      -2218.629,          3.210

      -1755.670,       -691.572,       -525.182,       -650.963,      -1755.692,       1230.488,       1104.708,      -3512.839,       1757.147,      -2408.110,          3.375

      -1468.121,       -584.467,       -582.923,       -582.400,      -1468.146,        885.198,        885.721,      -2937.425,       1469.279,      -2051.679,          3.728

       -393.989,       -130.478,       -125.670,       -125.758,       -393.996,        268.318,        268.230,       -788.251,        394.254,       -520.013,          7.096

       -716.177,       -242.120,       -236.749,       -236.712,       -716.185,        479.429,        479.466,      -1432.503,        716.319,       -953.030,          6.073

       -617.594,        404.254,       -252.054,       -251.940,       -617.612,        365.540,        365.654,      -1235.656,        618.045,       -869.984,          4.276

      -1315.286,       -549.751,       -522.804,       -523.068,      -1315.309,        792.483,        792.218,      -2631.100,       1315.791,      -1838.859,          3.769

      -1475.437,       -631.658,       -621.120,       4418.108,      -1475.467,        854.317,       5893.545,      -2951.613,       1476.146,       2941.962,          3.980

      -1361.755,       -568.579,       -574.128,       -571.147,      -1361.783,        787.627,        790.608,      -2724.534,       1362.751,      -1933.897,          5.543

      -1636.703,       -673.208,       -666.361,       -666.444,      -1636.723,        970.341,        970.259,      -3274.130,       1637.407,      -2303.851,          3.884

      -1279.594,       -518.201,       -516.727,       4255.426,      -1279.636,        762.867,       5535.020,      -2560.212,       1280.576,       2974.850,          2.208

      -1355.729,       1371.548,       -366.431,       4302.542,      -1355.773,        989.298,       5658.271,      -2712.564,       1356.791,       2945.750,          1.972

      -1809.526,       -721.044,       -697.731,       -696.445,      -1809.563,       1111.795,       1113.082,      -3620.482,       1810.919,      -2507.364,          2.578

      -1415.105,       -400.367,       -376.677,       -376.635,      -1415.132,       1038.428,       1038.470,      -2830.798,       1415.666,      -1792.301,          2.836

      -2568.954,       -772.503,       -723.417,       -723.287,      -2568.983,       1845.536,       1845.666,      -5138.259,       2569.275,      -3292.563,          3.006

      -1425.373,       -628.008,       -626.635,       -626.537,      -1425.412,        798.737,        798.836,      -2851.667,       1426.255,      -2052.792,          3.553

      -2009.399,       -724.819,       6681.045,       -710.180,      -2009.440,       8690.444,       1299.218,      -4019.612,       2010.172,      -2720.352,          3.896

      -1768.759,       -725.057,       -714.162,       -718.572,      -1768.798,       1054.598,       1050.187,      -3538.234,       1769.437,      -2488.009,          3.932

      -1783.380,       -692.287,       -684.691,       -686.088,      -1783.420,       1098.689,       1097.292,      -3567.457,       1784.036,      -2470.125,          3.908

      -1670.362,       -706.798,       -691.401,       -691.673,      -1670.400,        978.960,        978.688,      -3341.362,       1670.963,      -2362.636,          3.908

      -1083.940,       -453.304,       -451.183,       -453.833,      -1083.965,        632.757,        630.107,      -2168.324,       1084.359,      -1538.192,          3.285

      -1243.295,       -710.269,       -700.867,       -694.970,      -1243.318,        542.429,        548.325,      -2486.883,       1243.565,      -1938.535,          5.844

      -1312.355,       1715.172,       -492.411,       5369.180,      -1312.392,        819.943,       6681.535,      -2625.571,       1313.179,       4056.001,          3.555

       -943.418,       -386.567,       -379.943,       -379.591,       -943.443,        563.475,        563.828,      -1887.435,        943.992,      -1323.583,          4.393

       -621.360,       -296.164,       -295.364,       -295.268,       -621.372,        325.996,        326.092,      -1243.223,        621.851,       -917.119,          5.181

      -1488.514,       -696.765,       3291.552,       -683.792,      -1488.533,       4780.066,        804.722,      -2977.651,       1489.118,      -2172.910,          3.860

       -773.119,       -239.380,       -226.431,       -226.532,       -773.136,        546.688,        546.587,      -1546.663,        773.527,      -1000.059,          7.027

      -2327.232,       -870.093,       -858.118,       -859.063,      -2327.256,       1469.114,       1468.169,      -4654.787,       2327.531,      -3186.594,          2.898

      -1470.131,       -459.201,       -437.391,       -437.867,      -1470.154,       1032.740,       1032.264,      -2940.764,       1470.610,      -1908.477,          2.949

      -1488.752,       -636.529,       -634.667,       -637.913,      -1488.778,        854.085,        850.839,      -2978.490,       1489.712,      -2127.626,          3.908

      -2859.636,      -1008.068,       3730.045,       -987.620,      -2859.665,       6589.682,       1872.016,      -5719.380,       2859.715,      -3847.336,          3.015

      -1197.679,       -525.845,       -519.813,       -523.728,      -1197.704,        677.866,        673.950,      -2396.144,       1198.440,      -1722.169,          4.257

      -1198.691,       -544.222,       -544.238,       -543.600,      -1198.718,        654.453,        655.092,      -2398.148,       1199.430,      -1743.030,          3.619

      -1199.700,       -480.899,       -481.160,       -479.929,      -1199.728,        718.540,        719.771,      -2400.231,       1200.502,      -1680.431,          4.629

      -1197.642,       -528.807,       -524.705,       -521.635,      -1197.664,        672.937,        676.007,      -2396.107,       1198.443,      -1720.078,          3.271

       -901.729,        492.623,       -391.809,       -393.818,       -901.745,        509.920,        507.911,      -1803.942,        902.197,      -1296.015,          3.924

      -1742.765,       -563.620,       -552.344,       -552.039,      -1742.801,       1190.421,       1190.727,      -3435.262,       1692.461,      -2244.500,          1.238

      -1133.618,       -471.820,       -468.956,       -472.557,      -1133.631,        664.662,        661.060,      -2268.101,       1134.471,      -1607.028,          4.269

      -1860.531,       -752.526,       -747.628,       -752.453,      -1860.553,       1112.903,       1108.079,      -3670.216,       1809.663,      -2562.116,          3.331

      -1434.530,       -642.833,       -642.368,       -635.519,      -1434.588,        792.163,        799.012,      -2818.147,       1383.559,      -2019.078,          2.442

      -2318.468,      -1043.835,      -1024.786,      -1025.033,      -2318.510,       1293.682,       1293.436,      -4585.906,       2267.397,      -3292.429,          2.898

      -1321.516,       -558.377,       -558.647,       -556.942,      -1321.533,        762.869,        764.575,      -2591.807,       1270.274,      -1827.215,          4.126

       -730.625,       -255.897,       -246.823,       -251.636,       -730.640,        483.802,        478.988,      -1461.761,        731.121,       -982.757,          5.796

       -598.119,       -243.721,       -242.492,       -242.499,       -598.132,        355.627,        355.620,      -1196.555,        598.423,       -840.921,          5.142

       -730.627,       -244.934,       -240.674,       -240.686,       -730.642,        489.953,        489.941,      -1461.770,        731.128,       -971.814,          5.784

      -1397.046,       -668.791,       -640.775,       -640.509,      -1397.062,        756.271,        756.537,      -2794.675,       1397.613,      -2038.122,          3.944

       -544.567,       -207.245,       -187.237,       -187.196,       -544.579,        357.329,        357.371,      -1089.467,        544.888,       -732.083,          6.653

       -661.369,       -249.122,       1086.704,       -245.501,       -661.379,       1748.073,        415.869,      -1323.218,        661.840,       -907.340,          4.365

      -1360.151,       -621.526,       -615.692,       -615.345,      -1360.165,        744.459,        744.806,      -2669.091,       1308.927,      -1924.272,          3.343

      -1170.124,       -482.362,       -476.623,       -425.446,      -1170.137,        693.500,        744.678,      -2341.276,       1171.139,      -1596.584,          4.557

       -730.625,       -301.385,       -295.822,       -295.292,       -730.641,        434.804,        435.334,      -1461.763,        731.122,      -1026.414,          5.818

       -258.691,       -109.149,       -106.761,        -84.302,       -258.697,        151.929,        174.388,       -517.457,        258.760,       -343.062,          6.035

      -2586.139,      -1115.065,      -1072.875,      -1083.447,      -2586.180,       1513.264,       1502.691,      -5121.719,       2535.538,      -3618.986,          1.467

      -1194.355,       -397.223,       -391.967,       -392.212,      -1194.371,        802.388,        802.143,      -2372.720,       1178.349,      -1570.561,          4.509

      -1153.963,       -383.675,       -373.908,       -373.943,      -1153.971,        780.055,        780.020,      -2308.527,       1154.556,      -1528.499,          3.583

      -1701.825,       -746.534,       -748.289,       -703.613,      -1701.834,        953.536,        998.212,      -3404.250,       1702.415,      -2406.028,          3.360

      -1167.834,       -513.337,       -504.465,       -504.421,      -1167.849,        663.369,        663.413,      -2336.595,       1168.746,      -1673.167,          4.028

       -866.121,       -428.439,       2452.254,       -427.724,       -866.132,       3318.374,        438.396,      -1732.823,        866.691,      -1294.416,          4.398

      -2010.717,       -921.631,       -920.749,       -909.908,      -2010.772,       1089.968,       1100.808,      -3970.552,       1959.781,      -2869.689,          3.439

      -1655.354,       -726.940,       -699.562,       -697.112,      -1655.368,        955.792,        958.242,      -3260.027,       1604.658,      -2301.770,          2.477

      -2010.730,      -1040.408,      -1032.973,      -1031.936,      -2010.773,        977.757,        978.793,      -3970.575,       1959.803,      -2991.739,          3.165

      -2128.369,       -721.347,       -702.180,       -702.137,      -2128.389,       1426.190,       1426.232,      -4205.313,       2076.924,      -2779.061,          3.896

      -1670.307,       -866.832,       -853.273,       -852.733,      -1670.343,        817.034,        817.575,      -3289.439,       1619.097,      -2471.829,          3.090

      -2110.996,       -882.703,       -861.155,       -862.041,      -2111.023,       1249.841,       1248.955,      -4223.619,       2112.596,      -2974.636,          2.994

