# OMROP CM input data for ML training
       1075.528,        137.860,         66.749,         66.343,         66.342,         54.722,         54.135,          9.979,          7.950,          7.660,          7.660,          6.717,          6.435,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,         -2.587

       1182.077,        139.285,         66.690,         66.266,         65.506,         54.265,         53.516,         10.066,          7.935,          7.661,          7.574,          6.630,          6.300,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,         -1.767

       1295.965,        140.690,         65.836,         65.583,         65.581,         53.282,         52.864,         10.189,          7.873,          7.563,          7.563,          6.418,          6.139,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,         -1.124

       1101.432,        180.771,         93.118,         55.839,         55.833,         41.624,         41.592,         28.165,         28.072,         26.050,         26.017,         24.465,         20.076,         13.764,         13.742,         12.881,         12.864,          3.337,          3.301,          3.234,          3.205,         -0.998,         -0.996,         -0.987,         -0.986,         -0.868,         -0.867,         -0.828,         -0.828,         -0.823,         -0.746,         -0.219,         -0.181,         -0.161,         -0.160,         -0.138,         -0.137,         -0.133,         -0.131,         -0.120,         -0.117,         -0.090,         -0.089,          0.054,          0.051,          0.050,         -0.047,          0.017,          0.014,          0.011,          0.009,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,         -2.213

       1208.977,        182.082,         89.903,         56.700,         56.663,         40.886,         40.868,         28.512,         28.186,         25.913,         25.879,         24.443,         19.741,         13.806,         13.796,         12.767,         12.761,          3.416,          3.314,          3.292,          3.216,         -1.002,         -0.996,         -0.991,         -0.986,         -0.873,         -0.873,         -0.832,         -0.829,         -0.829,         -0.747,         -0.224,         -0.176,         -0.168,         -0.167,         -0.145,         -0.139,         -0.137,         -0.134,         -0.113,         -0.111,         -0.099,         -0.097,          0.064,          0.058,         -0.056,          0.055,          0.023,          0.019,          0.015,         -0.001,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,         -4.376

       1320.678,        183.846,         88.511,         57.034,         57.022,         40.625,         40.485,         28.544,         28.253,         25.890,         25.782,         24.442,         19.637,         13.819,         13.806,         12.718,         12.702,          3.380,          3.283,          3.271,          3.195,         -1.004,         -1.000,         -0.993,         -0.989,         -0.875,         -0.875,         -0.834,         -0.830,         -0.830,         -0.747,         -0.226,         -0.174,         -0.171,         -0.168,         -0.147,         -0.142,         -0.141,         -0.135,         -0.110,         -0.109,         -0.102,         -0.098,          0.060,          0.059,         -0.058,          0.057,          0.024,          0.019,          0.013,          0.006,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,         -1.057

       1438.517,        185.427,         87.034,         57.410,         57.387,         40.272,         40.234,         28.539,         28.395,         25.818,         25.791,         24.410,         19.516,         13.835,         13.820,         12.661,         12.651,          3.357,          3.340,          3.245,          3.238,         -1.003,         -1.002,         -0.991,         -0.990,         -0.877,         -0.876,         -0.835,         -0.830,         -0.830,         -0.747,         -0.228,         -0.174,         -0.173,         -0.167,         -0.148,         -0.145,         -0.142,         -0.139,         -0.109,         -0.107,         -0.104,         -0.097,          0.063,          0.061,         -0.061,          0.058,          0.025,          0.020,          0.010,          0.009,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,         -2.048

       1556.867,        188.113,         89.841,         56.868,         56.440,         41.416,         40.559,         28.376,         28.272,         25.979,         25.920,         24.375,         19.763,         14.032,         13.479,         13.019,         12.474,          3.380,          3.357,          3.295,          3.265,         -1.000,         -0.998,         -0.989,         -0.988,         -0.875,         -0.868,         -0.830,         -0.830,         -0.828,         -0.747,         -0.222,         -0.175,         -0.169,         -0.164,         -0.145,         -0.141,         -0.136,         -0.134,         -0.119,         -0.109,         -0.098,         -0.087,          0.061,         -0.054,          0.054,          0.047,          0.026,          0.017,          0.010,          0.009,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,         -4.355

       1106.376,        189.205,         97.394,         64.805,         64.322,         50.148,         50.042,         26.182,         26.075,         24.692,         24.641,         17.614,         16.481,         12.040,         11.670,          8.658,          8.610,          8.330,          8.283,         -0.962,         -0.959,         -0.954,         -0.950,         -0.793,         -0.788,         -0.629,         -0.614,         -0.549,         -0.546,         -0.521,         -0.520,         -0.397,         -0.396,         -0.317,         -0.315,         -0.310,          0.148,         -0.147,         -0.145,         -0.139,         -0.134,         -0.112,         -0.093,         -0.088,         -0.077,         -0.073,          0.063,         -0.013,         -0.011,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,         -0.672

       1213.352,        191.455,         95.700,         64.912,         64.838,         49.421,         49.381,         26.132,         26.121,         24.545,         24.524,         17.762,         16.474,         11.867,         11.477,          8.587,          8.574,          8.230,          8.218,         -0.984,         -0.984,         -0.974,         -0.974,         -0.812,         -0.808,         -0.639,         -0.621,         -0.555,         -0.554,         -0.525,         -0.524,         -0.409,         -0.409,         -0.329,         -0.319,         -0.319,         -0.154,         -0.153,         -0.143,          0.143,         -0.142,         -0.119,         -0.100,         -0.100,         -0.082,         -0.082,          0.053,         -0.017,         -0.016,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,         -2.758

       1326.081,        193.390,         93.142,         65.691,         65.391,         48.719,         48.695,         26.204,         26.137,         24.372,         24.310,         17.638,         16.204,         11.990,         11.528,          8.643,          8.594,          8.228,          8.180,         -0.972,         -0.969,         -0.959,         -0.956,         -0.798,         -0.793,         -0.635,         -0.616,         -0.553,         -0.552,         -0.519,         -0.518,         -0.411,         -0.411,         -0.339,         -0.315,         -0.313,          0.160,         -0.151,         -0.151,         -0.137,         -0.137,         -0.111,         -0.099,         -0.098,         -0.076,         -0.075,          0.061,         -0.001,          0.001,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.298

       1443.119,        195.613,         92.882,         65.531,         65.422,         48.464,         48.352,         26.253,         26.072,         24.384,         24.282,         17.910,         16.341,         11.828,         11.339,          8.661,          8.533,          8.222,          8.086,         -0.995,         -0.981,         -0.976,         -0.966,         -0.815,         -0.807,         -0.633,         -0.618,         -0.555,         -0.554,         -0.524,         -0.520,         -0.417,         -0.413,         -0.340,         -0.320,         -0.319,         -0.157,         -0.156,          0.154,         -0.144,         -0.141,         -0.116,         -0.104,         -0.101,         -0.082,         -0.080,          0.055,         -0.007,         -0.006,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,         -0.018

       1562.136,        197.929,         94.299,         65.858,         65.028,         49.891,         48.485,         26.265,         26.127,         24.563,         24.307,         17.516,         16.128,         11.960,         11.519,          8.583,          8.441,          8.142,          8.080,         -0.971,         -0.969,         -0.956,         -0.953,         -0.791,         -0.785,         -0.631,         -0.612,         -0.548,         -0.543,         -0.515,         -0.509,         -0.409,         -0.398,         -0.331,         -0.309,         -0.305,          0.153,         -0.152,         -0.148,         -0.141,         -0.135,         -0.109,         -0.096,         -0.090,         -0.079,         -0.075,          0.057,         -0.009,         -0.004,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,         -0.787

       1088.171,        145.325,         71.668,         71.235,         47.372,         37.539,         37.352,         21.541,         19.743,         19.673,          9.944,          9.933,          9.639,         -0.974,         -0.972,         -0.971,         -0.760,         -0.758,         -0.739,         -0.594,         -0.592,         -0.537,         -0.399,         -0.398,         -0.237,         -0.210,         -0.207,         -0.180,         -0.177,         -0.143,         -0.105,         -0.088,         -0.087,          0.066,          0.063,         -0.046,         -0.011,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,         -2.238

       1430.551,        167.128,         82.496,         60.687,         54.284,         42.595,         38.707,         23.999,         23.321,         19.904,         18.097,         10.634,         10.410,          8.646,          8.642,         -0.990,         -0.980,         -0.929,         -0.913,         -0.712,         -0.702,         -0.668,         -0.660,         -0.492,         -0.482,         -0.440,         -0.413,         -0.340,         -0.220,         -0.202,         -0.191,         -0.158,         -0.150,          0.134,         -0.120,         -0.106,         -0.101,          0.093,         -0.063,         -0.061,         -0.014,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,         -0.185

       1139.593,        258.975,        114.632,        111.539,         93.268,         75.231,         58.466,         43.578,         40.552,         39.191,         37.252,         36.961,         35.467,         35.250,         31.932,         24.532,         19.244,         18.957,         15.458,         13.141,         10.421,         10.217,         10.051,          9.992,          8.909,          7.692,          7.523,          7.321,          6.962,          2.666,          2.548,          2.520,          2.488,         -1.119,         -1.110,         -1.093,         -1.082,         -0.885,         -0.733,         -0.717,         -0.678,         -0.673,         -0.573,         -0.556,         -0.553,         -0.532,         -0.500,         -0.385,         -0.359,         -0.352,         -0.315,         -0.188,         -0.176,         -0.171,         -0.160,         -0.147,         -0.070,         -0.067,         -0.066,         -0.039,          0.011,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,          0.000,         -0.911

